Sample,Mean_vel,Min_vel,Max_vel,Screen_time_off_percent
02765,0.0084,0.0000,0.0714,55.3277
02772,0.0288,0.0000,0.1447,49.0018
02773,0.0091,0.0000,0.0591,55.6081
02774,0.0072,0.0000,0.1003,47.8017
02776,0.0063,0.0000,0.0515,66.3137
02780,0.0080,0.0000,0.0876,37.1778
02781,0.0063,0.0000,0.0813,16.0656
02785,0.0107,0.0000,0.0739,45.2875
02797,0.0228,0.0000,0.1043,81.4076
02805,0.0123,0.0000,0.2065,9.4723
02818,0.0221,0.0000,0.1540,82.5702
02819,0.0114,0.0000,0.0845,41.3899
02827,0.0091,0.0000,0.0528,46.8527
02829,0.0103,0.0000,0.1454,58.5076
02832,0.0041,0.0000,0.0334,74.8433
02833,0.0061,0.0000,0.0469,76.9776
02837,0.0073,0.0000,0.0812,35.1660
02840,0.0062,0.0000,0.0443,52.4044
02841,0.0228,0.0000,0.1362,50.1932
02843,0.0101,0.0000,0.0602,59.1889
02846,0.0062,0.0000,0.0486,46.5971
00002,0.1410,0.0000,0.7396,54.5455
00003,0.1079,0.0000,0.4456,85.1485
00005,0.7668,0.0000,1.9581,83.3333
00006,0.0642,0.0000,0.4396,100.0000
00010,0.0024,0.0000,0.0219,95.2345
00024,0.0927,0.0000,0.4814,98.9691
00028,0.0094,0.0000,0.0605,79.9089
00033,0.0088,0.0000,0.0670,84.0393
00034,0.0128,0.0000,0.0816,99.4382
00087,0.1237,0.0000,0.5569,63.1579
00089,0.3351,0.0000,1.5435,20.3704
00097,0.0407,0.0000,0.1878,87.1968
00098,0.0108,0.0000,0.1156,65.4746
00099,0.0068,0.0000,0.0751,66.8720
00102,0.0219,0.0000,0.1019,82.6180
00103,0.0538,0.0000,0.2569,100.0000
00104,0.0058,0.0000,0.0638,89.9191
00110,0.0160,0.0000,0.1344,90.6757
00114,0.0007,0.0000,0.1363,0.2822
00117,0.0047,0.0000,0.0289,94.0071
00120,0.0089,0.0000,0.0651,78.8129
00121,0.0045,0.0000,0.0416,85.8900
00122,0.0099,0.0000,0.0964,66.1466
00123,0.0061,0.0000,0.0443,98.3113
00124,0.0066,0.0000,0.0432,94.6975
00126,0.0048,0.0000,0.0535,97.3101
00127,0.0243,0.0000,0.2015,50.9874
00128,0.0063,0.0000,0.0709,67.3497
00130,0.0055,0.0000,0.0443,87.9142
00132,0.0154,0.0000,0.1094,79.6832
00133,0.0029,0.0000,0.0751,21.4580
00135,0.0026,0.0000,0.0390,91.2407
00137,0.0083,0.0000,0.0542,85.8339
00138,0.0087,0.0000,0.0699,84.6437
00139,0.0058,0.0000,0.0720,94.5097
00140,0.0140,0.0000,0.1323,95.8188
00141,0.0056,0.0000,0.0349,98.4889
00142,0.0060,0.0000,0.0484,97.8959
00143,0.0134,0.0000,0.0897,96.9633
00144,0.0202,0.0000,0.1255,76.3768
00145,0.0076,0.0000,0.0815,49.6142
00146,0.0134,0.0000,0.0983,99.4092
00148,0.0078,0.0000,0.1176,99.4375
00149,0.0030,0.0000,0.0880,4.7255
00150,0.0054,0.0000,0.0701,82.1165
00153,0.0080,0.0000,0.0632,73.2558
00154,0.0063,0.0000,0.0619,83.2468
00156,0.0046,0.0000,0.0471,98.9765
00162,0.0184,0.0000,0.0806,79.8566
00164,0.0051,0.0000,0.0647,88.1142
00165,0.0213,0.0000,0.1200,62.0149
00173,0.0208,0.0000,0.1536,45.8884
00178,0.0124,0.0000,0.0883,97.3793
00179,0.0072,0.0000,0.0452,83.9036
00190,0.0232,0.0000,0.3553,42.2638
00191,0.0137,0.0000,0.0875,88.8518
00192,0.0050,0.0000,0.0401,99.4915
00194,0.0045,0.0000,0.0638,39.2955
00198,0.0046,0.0000,0.0381,99.8523
00200,0.0134,0.0000,0.0996,80.7980
00202,0.0098,0.0000,0.0577,92.2876
00207,0.0095,0.0000,0.0531,98.8581
00208,0.0036,0.0000,0.0782,16.1281
00209,0.0082,0.0000,0.0581,75.3397
00210,0.0068,0.0000,0.0825,52.0031
00211,0.0098,0.0000,0.0909,45.3690
00212,0.0118,0.0000,0.0572,77.6228
00213,0.0078,0.0000,0.0837,92.5761
00214,0.0227,0.0000,0.2117,44.9929
00218,0.0263,0.0000,0.1585,91.5937
